id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,League,tackles
2270,Antoine Griezmann,24,853,6,5.22817380912602,1,2.2095108069479465,31,20,0,0,F S,Atletico Madrid,6,5.22817380912602,11.329400543123484,5.1656389608979225,La_Liga,4
2335,Pablo Fornals,27,2153,6,4.241605483926833,4,4.999027570709586,35,57,2,0,M S,Real Betis,6,4.241605483926833,17.95691378414631,10.224593899212778,La_Liga,21
4175,Pere Milla,24,1629,6,6.540062356740236,0,3.4254313986748457,50,29,4,1,F M S,Espanyol,6,6.540062356740236,8.930576240643859,2.4496226338669658,La_Liga,17
5682,Gonçalo Guedes,27,1544,6,3.490629728883505,4,2.4575627762824297,36,22,1,0,F M S,Real Sociedad,6,3.490629728883505,9.457606833428144,5.84881829097867,La_Liga,13
7020,Gorka Guruzeta,24,1607,6,8.197429660707712,1,2.419727431610226,56,17,2,1,F M S,Athletic Club,5,7.454152051359415,11.36316054314375,2.5459759924560785,La_Liga,3
8292,Dani Olmo,22,1411,6,6.921356825158,6,4.483275940641761,55,38,0,0,F M S,Barcelona,6,6.921356825158,16.975571803748608,7.915870152413845,La_Liga,18
10930,Etta Eyong,25,1600,6,9.068126692436635,4,2.7090571746230125,41,13,2,0,F S,"Levante,Villarreal",6,8.324849068187177,9.730580468662083,1.178514687344432,La_Liga,0
12322,Tajon Buchanan,25,1444,6,2.429425321519375,1,2.5965847074985504,22,15,7,0,F M S,Villarreal,6,2.429425321519375,7.17885777913034,2.39107268769294,La_Liga,17
3264,Mauro Arambarri,27,2399,5,5.382022429257631,2,0.7791327722370625,46,16,4,0,M,Getafe,3,3.8954672180116177,4.252427455037832,1.3238207614049315,La_Liga,35
5074,Kike García,25,1051,5,6.039704969152808,1,2.2512649903073907,35,15,3,0,F S,Espanyol,4,5.296427359804511,8.734355448745191,1.4166496358811855,La_Liga,0
6227,Brais Méndez,23,1362,5,3.938311054371298,2,1.7292586639523506,27,21,4,1,F M S,Real Sociedad,4,3.1950334003195167,8.21721264719963,4.4399906396865845,La_Liga,13
6400,Antonio Martínez,25,1710,5,7.668997213244438,2,2.0025639422237878,56,13,1,0,F S,Alaves,5,7.668997213244438,9.071996485814452,2.20798097923398,La_Liga,0
8042,Raul García,26,701,5,5.0923136211931705,0,0.4014175999909639,26,7,1,1,F S,Osasuna,5,5.0923136211931705,4.436079375445843,0.6412789802998304,La_Liga,0
8765,Roberto Navarro,22,807,5,3.0039532454684377,1,1.3722321689128876,14,17,1,0,M S,Athletic Club,5,3.0039532454684377,4.594656081870198,1.441140165552497,La_Liga,7
10095,Abdessamad Ezzalzouli,18,1391,5,6.765151135623455,5,4.64885868690908,50,18,3,0,F M S,Real Betis,5,6.765151135623455,13.227818593382835,3.85291594453156,La_Liga,0
11186,Alvaro Rodríguez,24,1530,5,8.632988597266376,4,3.278163105249405,53,27,0,0,F S,Elche,5,8.632988597266376,11.39185847248882,2.143536671064794,La_Liga,6
11322,Viktor Tsygankov,21,1692,5,4.288418769836426,2,2.473056494258344,32,31,1,0,F M S,Girona,5,4.288418769836426,8.745569534599781,3.1072435192763805,La_Liga,0
11402,Carlos Romero,24,2138,5,2.3073322270065546,2,2.477869786322117,23,17,2,0,D,Espanyol,5,2.3073322270065546,7.87500512227416,5.088069710880518,La_Liga,42
